Cat,Light,GBR,H2O,Average,Real
51.96702742,51.02525075,51.62806851,51.71382799,51.58354367,52.6
49.76959847,52.94380915,51.49141247,50.22342965,51.10706243,49.98
52.59173767,52.81255789,51.65622626,50.35487294,51.85384869,57.01
54.08199735,52.51421484,51.01560457,53.02652605,52.6595857,45.94
46.16882971,47.07547915,49.75333668,47.45958386,47.61430735,34.15
57.80878531,58.77050067,57.45472159,55.94281416,57.49420543,59.96
51.02996533,52.67142321,51.79152417,52.54025118,52.00829097,52.6
53.66259306,54.88108228,54.50064508,55.45179008,54.62402762,52.37
46.65437296,47.49429159,48.23381347,48.53744324,47.72998032,38.22
52.78760062,46.93150918,52.73769622,48.22284241,50.16991211,39.96
53.98878094,56.51044455,56.39898584,56.66011004,55.88958034,60.92
55.87974875,55.89977557,55.96344925,54.94100373,55.67099432,57.04
60.68567631,59.02294188,57.44568659,57.89745715,58.76294048,59.96
52.6838071,53.58821113,54.30392522,54.31091643,53.72171497,52.37
55.07038667,54.90626735,55.07739227,56.41149464,55.36638523,56.82
48.4729033,49.78681153,50.72057143,49.04246204,49.50568708,49.98
60.90489793,59.90470833,57.46004329,59.30022375,59.39246833,59.96
51.60138439,47.96249817,51.97897408,51.99884887,50.88542638,47.43
58.44016486,58.8226269,57.46521541,56.91051483,57.9096305,59.96
52.65051007,52.9651982,51.83785319,51.96589566,52.35486428,52.6
52.1342552,48.62059455,50.53200074,52.88186434,51.04217871,46.04
57.63496131,53.82426679,57.16383659,56.5192971,56.28559045,59.96
54.32148543,52.14639431,51.63619364,48.51384059,51.65447849,57.01
47.56933048,48.38478037,50.01477528,48.23876954,48.55191392,45.94
56.34087008,55.70293743,57.10568434,56.74741555,56.47422685,59.26
57.87121497,52.50138467,54.66954412,53.2887687,54.58272811,60.65
54.97350767,58.38665402,57.36700145,58.67592447,57.3507719,59.96
54.8227943,53.60429959,53.21095796,55.21424612,54.21307449,51.32
56.83246856,56.76033693,55.85220383,57.57441354,56.75485572,57.42
51.91703586,52.53998245,52.38351027,52.38150848,52.30550926,52.54
49.62403439,52.53998245,51.74243213,51.3843734,51.32270559,52.54
45.29244914,49.45802771,50.10577165,51.54130326,49.09938794,45.94
53.6048759,54.96185371,54.33921414,55.36957135,54.56887878,51.4
53.2161982,52.42290705,51.90115084,51.35957179,52.22495697,52.6
60.08322654,60.30337953,57.45472159,60.64522981,59.62163937,59.96
52.84952462,52.57517324,51.66141104,52.26367341,52.33744558,52.6
53.51302149,52.57517324,51.350628,53.44445787,52.72082015,52.6
60.19775657,61.25880604,57.43974059,59.68351454,59.64495443,59.96
59.71931183,59.03207979,57.43974059,58.82513947,58.75406792,59.96
57.29856772,55.18205026,55.29127893,54.72010678,55.62300092,71.02
56.86536623,56.13758766,55.81213784,57.15955389,56.4936614,57.42
47.59645346,51.40517557,53.57764542,53.21655393,51.4489571,46.04
50.75785601,47.60823483,52.35636115,52.1817662,50.72605455,47.43
46.98029846,44.26550819,48.82400979,47.02984091,46.77491434,38.22
58.01766346,58.75478955,57.48395686,57.45973199,57.92903546,59.96
46.0252838,46.82861071,50.07448623,47.26492663,47.54832684,45.94
57.29898151,57.27472528,57.46824884,57.74688198,57.4472094,59.96
50.21393466,52.01600213,51.65213227,52.63381155,51.62897015,52.6
58.6344055,56.83124724,55.8495998,58.07601077,57.34781583,57.42
56.66105452,57.24457266,55.8495998,58.206067,56.9903235,57.42
52.55451299,52.08116474,51.90630795,52.48720053,52.25729655,52.6
56.33311855,53.11387736,54.95125169,54.32653797,54.68119639,57.8
53.64563529,52.77128568,51.64078535,49.13333056,51.79775922,57.01
49.03626134,51.37742467,51.11574049,48.88764406,50.10426764,52.16
55.11631038,55.72555932,54.07305255,53.98849322,54.72585387,58.01
45.44688294,50.59481782,50.09813642,50.96722621,49.27676585,45.94
47.52092077,48.49783941,48.11175923,48.27839474,48.10222854,47.06
47.73606804,47.80329561,49.7380967,46.33205683,47.9023793,44.17
52.38206549,48.90058925,51.93906344,50.41797025,50.90992211,47.43
48.88920668,52.59408648,50.93159036,50.49149448,50.7265945,52.6
48.50583908,51.97146719,51.35743646,51.39728427,50.80800675,52.16
54.91522475,54.13325003,54.32319994,54.8960196,54.56692358,52.37
57.71072069,56.76452143,55.85006928,57.90694402,57.05806386,57.42
52.71711159,53.52412411,54.55487567,52.59583862,53.3479875,60.65
48.2180054,52.16090516,51.35560124,50.27237746,50.50172231,55.14
57.66201669,56.2977536,55.83903011,56.88617981,56.67124505,57.42
56.88297982,55.30211124,54.54594484,52.33753045,54.76714159,57.8
51.23182399,51.48771103,51.83211012,50.64473509,51.29909506,52.54
53.22435959,50.48122893,50.69719048,50.51166215,51.22861029,49.98
46.88664147,46.64321196,49.72519026,49.44724908,48.17557319,44.17
50.3638625,44.78452866,49.46777314,46.96732178,47.89587152,44.58
47.40632847,52.81238376,51.48062042,48.55877771,50.06452759,49.14
54.34198966,52.81238376,51.15902428,48.55877771,51.71804385,57.01
57.18402673,55.47875387,55.83323065,57.82756141,56.58089316,57.42
52.78389,53.78818738,54.55023685,51.10475645,53.05676767,60.65
60.41095793,59.48457182,57.43974059,59.08455039,59.10495518,59.96
57.76549212,58.69034955,57.43974059,57.67133953,57.89173045,59.96
50.8683547,49.8232233,50.79480824,51.8272235,50.82840244,45.94
56.68201607,55.8732157,54.270946,54.81341545,55.4098983,58.01
48.58797583,53.08352283,49.96983529,50.62229628,50.56590756,45.94
55.45289004,53.559019,57.59833843,57.92921204,56.13486488,36.05
50.90555442,49.13274123,50.58332247,48.64349033,49.81627711,49.14
51.52954602,51.62206606,48.66012108,51.50226082,50.8284985,52.23
52.5105249,52.57653161,54.56067902,52.74220701,53.09748563,61.59
46.37079194,47.87794944,46.99933571,44.72913278,46.49430247,47.06
51.94809851,50.9525252,52.23469513,52.60361063,51.93473237,52.54
44.56373532,49.81811314,50.10892471,51.26671274,48.93937148,45.94
52.66110117,51.22717268,51.34612098,51.26999539,51.62609755,52.16
47.16877725,45.39761591,50.27081627,47.6310894,47.61707471,44.17
58.01668116,59.64571636,57.44568659,56.61681883,57.93122574,59.96
56.04407102,57.08648574,56.90864254,54.65806024,56.17431489,57.04
58.41319553,52.87522732,55.68601901,54.92627527,55.47517928,61.59
54.77289225,52.95022732,50.5067511,51.49594273,52.43145335,61.59
57.86642001,58.66585576,57.44613666,57.87976832,57.96454519,59.96
55.43355804,55.21468422,55.01496677,55.77612779,55.3598342,56.82
56.85809148,57.4583804,55.86086015,58.16169901,57.08475776,57.42
47.78508123,47.05451929,50.26556775,46.74429838,47.96236666,47.06
54.31866867,55.74597849,54.72743209,57.15572013,55.48694984,56.61
55.96741921,57.69549748,57.44655227,58.1021834,57.30291309,59.96
52.14355773,52.79096067,51.61578452,52.54313821,52.27336028,52.6
52.64407038,52.05950839,51.42301621,54.55323392,52.66995723,52.16
51.36295469,52.31583017,52.60791567,52.19667309,52.12084341,52.54
58.28066832,56.89824889,56.32284032,58.55678342,57.51463524,56.61
52.85861001,54.13859994,55.39160859,53.35202128,53.93520995,56.61
54.38617442,51.77742282,51.55417813,51.51725707,52.30875811,49.98
51.38662589,53.34595772,52.85284252,54.20580746,52.9478084,51.32
57.11770876,57.85022404,57.4573237,55.33669043,56.94048673,59.96
56.66683225,57.69586469,55.85006928,57.62708331,56.95996238,57.42
54.16550178,53.38295423,54.32319994,54.10383124,53.9938718,52.37
60.25469104,59.30991109,57.45517737,58.24991928,58.8174247,59.96
54.3540542,54.10978274,54.45643599,54.6783206,54.39964838,52.37
57.08934357,57.41165957,55.85492727,56.21844785,56.64359456,57.42
48.42510079,49.99641458,51.1701887,50.02884999,49.90513851,49.98
58.07923361,58.61223106,57.46004329,57.87053252,58.00551012,59.96
52.13506417,52.41153994,51.56296486,52.92392716,52.25837403,49.98
47.7444085,46.87161687,49.72342473,48.43747679,48.19423172,34.15
51.60327952,52.60210629,54.59755655,53.72543277,53.13209378,60.65
53.36627583,54.03444915,49.54957232,53.77414225,52.68110989,52.23
48.97249252,46.96426591,50.3618321,47.81609931,48.52867246,44.17
57.73342999,52.91187361,55.2050996,53.33670946,54.79677817,59.26
53.82650115,55.13584718,54.7581063,55.73847829,54.86473323,60.92
56.14450524,54.53744142,54.54078033,52.26870089,54.37285697,57.8
57.15443804,58.24606984,57.44413303,58.20181832,57.7616148,59.96
53.41121611,46.93514157,51.42665167,49.50624323,50.31981315,45.94
54.80188424,50.05573462,51.03271133,52.48885126,52.09479536,45.94
49.69197233,51.57279429,51.17361536,48.11017059,50.13713814,52.6
59.03387675,56.00949951,56.32272409,59.37004689,57.68403681,56.61
56.28032186,57.52408952,55.84971406,57.52697284,56.79527457,57.42
50.21933715,52.45789751,51.73898301,50.6059795,51.25554929,52.54
59.14760332,53.6881513,56.66500262,55.10970728,56.15261613,61.59
55.82854383,53.6881513,55.19574883,56.98714056,55.42489613,51.32
47.63600226,47.07756433,51.63421434,49.98943764,49.08430464,45.94
50.99313242,50.38886361,51.64730489,51.61886645,51.16204184,49.98
52.00555528,53.28982854,52.58902869,53.7041327,52.8971363,52.54
57.88994266,58.89916484,57.45483158,57.8963534,58.03507312,59.96
51.68631669,52.38014618,52.00535807,53.95903316,52.50771352,47.43
54.25221858,55.29750977,54.20929001,55.20895751,54.74199397,58.01
49.88976864,50.06279731,51.58088102,48.81677693,50.08755597,49.98
51.1808841,52.25367739,51.68847222,51.09925529,51.55557225,52.6
58.21129875,56.98977069,55.8495998,56.77881241,56.95737041,57.42
51.67868175,52.24511715,51.660067,52.27702071,51.96522165,52.6
58.96627661,59.99761117,57.45483158,57.36509818,58.44595439,59.96
51.4436634,51.08189695,51.76106746,51.07933729,51.34149128,52.54
45.37578045,48.5824788,47.59179684,46.23679204,46.94671203,49.14
55.09130563,55.30968768,55.30811082,54.03242017,54.93538108,71.02
58.15695991,56.45866615,56.57024539,55.9837117,56.79239579,61.59
52.0628547,51.52513156,52.34474503,52.53418441,52.11672892,52.54
51.69816952,51.53668984,50.98571164,54.15149208,52.09301577,45.94
54.56995906,54.86055106,54.77380194,55.86086594,55.0162945,51.4
48.88468737,50.98565552,51.30192669,51.9233442,50.77390344,52.6
45.85231498,50.50776171,50.20879067,50.71068962,49.31988924,45.94
55.19087862,56.96750735,56.16197809,56.58727775,56.22691045,56.61
55.76179022,57.099436,55.84144748,57.29453761,56.49930283,57.42
43.13732629,45.76017992,46.56073719,47.48927641,45.73687995,34.15
51.9763571,53.5022663,55.42379528,53.58909588,53.62287864,56.61
58.16923827,59.30123287,57.45483158,56.69487475,57.90504437,59.96
52.13679221,52.10485249,52.37913358,53.50889696,52.53241881,52.54
52.10791689,53.24072316,55.75313977,54.45057746,53.88808932,46.04
57.70587361,53.40136518,57.59103458,56.58727324,56.32138665,51.4
48.28948714,53.62449746,53.47481275,52.04682906,51.8589066,46.04
57.93788621,56.25641097,55.8629402,57.56181482,56.90476305,57.42
53.83653607,53.4092095,48.74281598,54.52443266,52.62824855,52.23
51.7207201,52.81366901,47.3101037,49.48624077,50.3326834,55.14
49.19601737,49.62975488,53.47460373,51.49295959,50.94833389,46.04
56.3479421,60.49514741,56.40312282,56.74914059,57.49883823,61.59
53.21020399,54.69001441,54.22776989,54.56994519,54.17448337,69.09
53.56176437,52.1376049,51.64722521,52.25061025,52.39930118,52.6
52.30121798,53.42567735,54.71976169,54.59724302,53.76097501,60.65
52.76225773,53.27304764,54.77251633,54.099044,53.72671643,51.4
54.79473249,52.14639431,51.6365809,50.99534945,52.39326429,57.01
58.84525663,53.82426679,57.43684491,59.34084621,57.36180363,59.96
45.0159619,45.50540039,46.98119908,48.73738982,46.5599878,47.06
59.14454881,55.23442541,56.58785824,55.75463823,56.68036767,61.59
44.45278893,45.961715,50.26176317,47.34735671,47.00590595,44.17
57.81244852,58.2566953,56.37958132,58.54125446,57.7474949,56.61
51.07818557,49.62790396,53.53781882,53.687096,51.98275109,46.04
60.01123477,60.05093179,57.46805499,57.24751791,58.69443487,59.96
48.60539332,47.70613927,50.28891198,48.30192368,48.72559206,47.06
50.55813658,50.34703648,50.74830796,51.61389903,50.81684501,45.94
57.27237793,57.70598836,57.4449045,55.69160658,57.02871934,59.96
57.42211528,56.19912141,55.83462431,57.38769341,56.7108886,57.42
54.28580764,52.77756623,51.14773388,50.68339851,52.22362657,57.01
55.06529823,53.30807681,56.38597105,57.32900113,55.52208681,56.61
50.13567929,51.25747651,51.05382911,49.59468137,50.51041657,52.16
57.73006599,55.8493846,55.85048461,57.57010615,56.75001033,57.42
55.88228384,55.40875683,53.7874864,55.02511818,55.02591131,56.82
54.04260694,54.64912184,52.21275915,51.70862105,53.15327724,59.26
50.01909727,54.64297261,54.26296797,53.68610367,53.15278538,69.09
46.27403336,44.56810549,48.80544615,48.12207555,46.94241514,38.22
49.2924433,50.0521607,50.72057143,47.88976282,49.48873456,49.98
58.91516478,59.23962884,57.46004329,59.12759387,58.68560769,59.96
50.1006924,50.12778104,51.5995628,49.98879017,50.45420661,49.98
56.68209078,57.67413831,55.85492727,56.77862328,56.74744491,57.42
46.7260845,48.21732982,49.73290931,47.36527702,48.01040016,44.17
51.68451965,51.85305513,51.59507833,53.1231689,52.0639555,49.98
55.46259221,53.50589272,54.56749326,54.70119784,54.55929401,57.8
53.59704571,52.19771591,51.32289271,50.60273275,51.93009677,52.16
55.67244675,55.500011,55.85006928,55.60569311,55.65705503,57.42
59.01040156,54.80818328,56.16494008,54.03042765,56.00348814,52.37
54.03051013,54.8507507,52.80867544,53.99343009,53.92084159,52.54
54.76323382,56.24003318,55.30119977,54.75506128,55.26488202,71.02
60.38135535,59.0833264,57.45472159,59.10703921,59.00661063,59.96
51.87077558,52.07758003,51.90115084,51.71168722,51.89029842,52.6
46.36088397,47.77682531,50.12861372,47.49928043,47.94140086,45.94
45.87472481,45.91780259,48.12368702,44.94477968,46.21524852,47.06
46.96291425,44.66888655,48.61552105,46.90709165,46.78860338,44.58
52.11904509,50.4514918,51.79233767,51.03864853,51.35038077,52.54
52.28078961,51.54694139,51.9122982,51.39882828,51.78471437,52.6
53.15924985,56.68249921,54.73806154,54.81081122,54.84765545,58.01
56.2044954,58.2812732,57.08865148,56.7027013,57.06928034,59.26
59.25333247,59.7502947,57.44116911,57.34419515,58.44724786,59.96
55.75927333,57.36165463,55.84971406,58.21243953,56.79577039,57.42
51.30785083,52.63571435,52.36250176,50.93733226,51.8108498,52.54
51.16945545,52.3127693,52.36409128,52.85399573,52.17507794,52.54
58.18039718,59.18759259,57.45483158,58.0120346,58.20871399,59.96
50.81398292,53.25913125,53.90009858,54.45888257,53.10802383,52.37
52.31155685,52.84457263,52.37031415,52.28274718,52.4522977,52.54
57.81519165,57.07819718,55.85492727,57.89536741,57.16092088,57.42
51.38881425,51.24567065,51.30431192,51.03613321,51.24373251,49.98
52.75753703,53.69718728,54.60338706,52.61543485,53.41838655,60.65
56.26391674,53.69718728,55.34571425,59.09892893,56.1014368,51.32
53.73142339,52.69031724,51.72272151,53.82441678,52.99221973,52.6
